,Year,Country_of_origin,Country_of_origin_(ISO),Country_of_asylum,Country_of_asylum_(ISO),Female_0_-_4,Female_5_-_11,Female_12_-_17,Female_18_-_59,Female_60,Female_total,Male_0_-_4,Male_5_-_11,Male_12_-_17,Male_18_-_59,Male_60,Male_total,Total
0,2001,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,8
1,2001,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,8,8
2,2001,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,121
3,2001,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,79
4,2001,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,15,0,0,0,0,0,32,47
5,2001,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,5
6,2001,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,5
7,2001,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,58
8,2001,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,561
9,2001,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,5,0,5,31
10,2001,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,23
11,2001,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,237
12,2001,Syrian Arab Rep.,SYR,Estonia,EST,5,0,0,0,0,5,0,0,0,0,0,0,5
13,2001,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,32
14,2001,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,49,0,0,0,0,0,143,192
15,2001,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,1152
16,2001,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,46
17,2001,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,9
18,2001,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,5,0,5,5
19,2001,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,9
20,2001,Syrian Arab Rep.,SYR,Iraq,IRQ,0,0,0,0,0,11,5,0,0,0,0,5,112
21,2001,Syrian Arab Rep.,SYR,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,5
22,2001,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,22
23,2001,Syrian Arab Rep.,SYR,Jordan,JOR,5,0,0,26,0,55,12,0,0,63,0,105,160
24,2001,Syrian Arab Rep.,SYR,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,9
25,2001,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,3282
26,2001,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,105
27,2001,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,42
28,2001,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,5,0,5,0,0,0,0,0,0,5
29,2001,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,16
30,2001,Syrian Arab Rep.,SYR,Qatar,QAT,6,0,0,0,0,6,0,0,0,0,0,0,6
31,2001,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,5,0,0,0,6,0,6,16
32,2001,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,6,0,0,5,0,11,0,0,0,8,0,8,19
33,2001,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,20
34,2001,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,7
35,2001,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1268
36,2001,Syrian Arab Rep.,SYR,Switzerland,CHE,10,0,0,31,0,131,16,0,0,92,0,211,342
37,2001,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
38,2001,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,6
39,2001,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,23,0,42,0,0,0,21,0,49,91
40,2001,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,0,0,0,0,54,0,54,54
41,2001,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,479
42,2001,Syrian Arab Rep.,SYR,Yemen,YEM,0,0,0,5,0,5,0,0,0,8,0,8,13
43,2002,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,5
44,2002,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,9
45,2002,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,92
46,2002,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,61
47,2002,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,31
48,2002,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,5
49,2002,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,61
50,2002,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,574
51,2002,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,7,0,7,27
52,2002,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,17
53,2002,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,229
54,2002,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,25
55,2002,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,50,0,0,0,0,0,157,207
56,2002,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,15677
57,2002,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,5,0,5,0,0,0,5,0,11,60
58,2002,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,20
59,2002,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,5,0,5,5
60,2002,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,13
61,2002,Syrian Arab Rep.,SYR,Iraq,IRQ,19,0,0,12,0,53,15,0,0,18,0,53,106
62,2002,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,36
63,2002,Syrian Arab Rep.,SYR,Jordan,JOR,0,0,0,9,0,27,0,0,0,25,0,43,70
64,2002,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,5,0,5,5
65,2002,Syrian Arab Rep.,SYR,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,9
66,2002,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,5
67,2002,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,2710
68,2002,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,107
69,2002,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,35
70,2002,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,16
71,2002,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,21
72,2002,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,20
73,2002,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,5
74,2002,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1841
75,2002,Syrian Arab Rep.,SYR,Switzerland,CHE,7,0,0,63,0,151,21,0,0,88,0,206,434
76,2002,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
77,2002,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,11
78,2002,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,19,0,35,5,0,0,20,0,43,78
79,2002,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,0,0,0,0,45,0,45,45
80,2002,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,481
81,2002,Syrian Arab Rep.,SYR,Yemen,YEM,0,0,0,5,0,5,0,0,0,8,0,8,13
82,2003,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,5
83,2003,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,18
84,2003,Syrian Arab Rep.,SYR,Armenia,ARM,0,0,0,5,0,5,0,0,0,0,0,0,5
85,2003,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,90
86,2003,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,61
87,2003,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,189
88,2003,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,5
89,2003,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,65
90,2003,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,586
91,2003,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,5,0,5,0,0,0,8,0,8,57
92,2003,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,19
93,2003,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,200
94,2003,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,34
95,2003,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,44,0,0,0,0,0,147,191
96,2003,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,16
97,2003,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,16448
98,2003,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,7,0,7,0,0,0,5,0,14,67
99,2003,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,29
100,2003,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,5,0,5,5
101,2003,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,31
102,2003,Syrian Arab Rep.,SYR,Iraq,IRQ,16,0,0,187,21,307,22,0,0,192,45,336,649
103,2003,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,35
104,2003,Syrian Arab Rep.,SYR,Jordan,JOR,10,0,0,17,0,39,0,0,0,36,5,57,96
105,2003,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,0,0,5,0,0,0,0,0,13,18
106,2003,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,12,0,12,12
107,2003,Syrian Arab Rep.,SYR,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,9
108,2003,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,7
109,2003,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,2319
110,2003,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,93
111,2003,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,44
112,2003,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,7
113,2003,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,5,0,5,21
114,2003,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,26
115,2003,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,15
116,2003,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,43
117,2003,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1934
118,2003,Syrian Arab Rep.,SYR,Switzerland,CHE,0,0,0,0,0,44,0,0,0,0,0,53,313
119,2003,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
120,2003,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,0,5,0,5,0,0,0,5,0,5,10
121,2003,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,6,0,0,6,0,20,0,0,0,12,0,25,45
122,2003,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,10,0,0,0,47,0,47,63
123,2003,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,393
124,2003,Syrian Arab Rep.,SYR,Yemen,YEM,10,0,0,15,10,35,5,0,0,30,0,46,81
125,2004,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,5
126,2004,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,5,0,5,5
127,2004,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,103
128,2004,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,75
129,2004,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,333
130,2004,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,5,0,5,5
131,2004,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,72
132,2004,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,554
133,2004,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,5,0,10,0,0,0,11,0,16,558
134,2004,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,14
135,2004,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,195
136,2004,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,40
137,2004,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,205
138,2004,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,44
139,2004,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,16659
140,2004,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,6,0,12,0,0,0,13,11,24,80
141,2004,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,34
142,2004,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,5,0,5,5
143,2004,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,39
144,2004,Syrian Arab Rep.,SYR,Iraq,IRQ,18,0,0,143,16,246,16,0,0,134,35,244,1092
145,2004,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,41
146,2004,Syrian Arab Rep.,SYR,Jordan,JOR,5,0,0,22,0,42,5,0,0,50,5,72,114
147,2004,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,6,0,6,0,0,0,0,0,0,6
148,2004,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,5,0,5,0,0,0,0,0,0,5
149,2004,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,17,0,17,17
150,2004,Syrian Arab Rep.,SYR,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,5
151,2004,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,10
152,2004,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,2137
153,2004,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,132
154,2004,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,65
155,2004,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
156,2004,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,10
157,2004,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,0,0,0,0,0,0,5,0,5,5
158,2004,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,10,0,10,27
159,2004,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,0,0,5,0,0,0,0,0,0,5
160,2004,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,21
161,2004,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,16
162,2004,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1546
163,2004,Syrian Arab Rep.,SYR,Switzerland,CHE,6,0,0,35,0,108,11,0,0,78,0,177,285
164,2004,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
165,2004,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,0,0,0,5,0,0,0,0,0,6,11
166,2004,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,7,0,0,15,0,27,12,0,0,15,0,32,59
167,2004,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,5,0,0,0,35,0,35,83
168,2004,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,404
169,2004,Syrian Arab Rep.,SYR,Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,8,0,8,8
170,2004,Syrian Arab Rep.,SYR,Yemen,YEM,7,0,0,18,0,25,5,0,0,16,0,43,68
171,2005,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,5
172,2005,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,129
173,2005,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,122
174,2005,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,524
175,2005,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,5
176,2005,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,78
177,2005,Syrian Arab Rep.,SYR,Canada,CAN,5,0,0,16,0,21,5,0,0,38,0,43,461
178,2005,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,13,0,0,0,0,0,29,1577
179,2005,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,25
180,2005,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,200
181,2005,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,39
182,2005,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,48,0,0,0,0,0,165,213
183,2005,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,208
184,2005,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,13357
185,2005,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,8,0,8,78
186,2005,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,49
187,2005,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,5,0,5,0,0,0,0,0,0,5
188,2005,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,27
189,2005,Syrian Arab Rep.,SYR,Iraq,IRQ,20,0,0,186,17,320,32,0,0,160,38,307,1401
190,2005,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,47
191,2005,Syrian Arab Rep.,SYR,Jordan,JOR,5,0,0,26,5,44,5,0,0,40,11,61,105
192,2005,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,16,0,16,16
193,2005,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,0,0,0,0,0,0,7,0,7,7
194,2005,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,25,0,25,25
195,2005,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,14
196,2005,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,2010
197,2005,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,144
198,2005,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,47
199,2005,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
200,2005,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
201,2005,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,13
202,2005,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,11,0,11,29
203,2005,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,0,0,14,0,0,0,0,0,0,14
204,2005,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,21
205,2005,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,10
206,2005,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1399
207,2005,Syrian Arab Rep.,SYR,Switzerland,CHE,8,0,0,35,0,105,9,0,0,85,0,189,385
208,2005,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
209,2005,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,0,0,0,5,0,0,0,5,0,10,15
210,2005,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,5,0,0,26,0,38,10,0,0,24,0,51,89
211,2005,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,5,0,10,0,0,0,59,0,59,80
212,2005,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,323
213,2005,Syrian Arab Rep.,SYR,Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,8,0,8,8
214,2005,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,0,11,0,21,5,0,0,15,0,37,58
215,2006,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,5,0,5,5
216,2006,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,14,0,14,14
217,2006,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,132
218,2006,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,457
219,2006,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,28,0,0,0,0,0,72,253
220,2006,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,5,5
221,2006,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,79
222,2006,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,16,0,0,0,0,0,25,456
223,2006,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,16,0,0,0,0,0,34,2511
224,2006,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,45
225,2006,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,224
226,2006,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,54
227,2006,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,46,0,0,0,0,0,170,216
228,2006,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,286
229,2006,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,7961
230,2006,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,11,0,11,61
231,2006,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,60
232,2006,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,5,0,5,5
233,2006,Syrian Arab Rep.,SYR,India,IND,0,0,0,0,0,0,0,0,0,6,0,6,6
234,2006,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,41
235,2006,Syrian Arab Rep.,SYR,Iraq,IRQ,80,0,32,267,24,742,89,0,20,265,41,831,1573
236,2006,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,62
237,2006,Syrian Arab Rep.,SYR,Jordan,JOR,0,0,10,15,0,35,5,0,5,34,10,64,99
238,2006,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,14,0,14,14
239,2006,Syrian Arab Rep.,SYR,Libya,LBY,0,0,0,0,0,0,0,0,0,8,0,8,8
240,2006,Syrian Arab Rep.,SYR,Lebanon,LBN,0,6,0,5,0,11,0,0,0,13,0,13,24
241,2006,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,17,0,17,17
242,2006,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,11
243,2006,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,1921
